m,TagName,m0
2012-02-01 00:00:00,c#,18051
2012-02-01 00:00:00,c++,8261
2012-02-01 00:00:00,r,534
2012-02-01 00:00:00,go,317
2012-03-01 00:00:00,python,1267
2012-03-01 00:00:00,javascript,14056
2012-03-01 00:00:00,java,14580
2012-03-01 00:00:00,c#,17954
2012-03-01 00:00:00,c++,8542
2012-03-01 00:00:00,r,499
2012-03-01 00:00:00,go,275
2012-04-01 00:00:00,python,1420
2012-04-01 00:00:00,javascript,14504
2012-04-01 00:00:00,java,14573
2012-04-01 00:00:00,c#,17884
2012-04-01 00:00:00,c++,8385
2012-04-01 00:00:00,r,524
2012-04-01 00:00:00,go,245
2012-05-01 00:00:00,python,1209
2012-05-01 00:00:00,javascript,14188
2012-05-01 00:00:00,java,14870
2012-05-01 00:00:00,c#,18191
2012-05-01 00:00:00,c++,8302
2012-05-01 00:00:00,r,359
2012-05-01 00:00:00,go,289
2012-06-01 00:00:00,python,1640
2012-06-01 00:00:00,javascript,14981
2012-06-01 00:00:00,java,14989
2012-06-01 00:00:00,c#,17694
2012-06-01 00:00:00,c++,8432
2012-06-01 00:00:00,r,455
2012-06-01 00:00:00,go,321
2012-07-01 00:00:00,python,1748
2012-07-01 00:00:00,javascript,15426
2012-07-01 00:00:00,java,15002
2012-07-01 00:00:00,c#,17686
2012-07-01 00:00:00,c++,8300
2012-07-01 00:00:00,r,475
2012-07-01 00:00:00,go,271
2012-08-01 00:00:00,python,1885
2012-08-01 00:00:00,javascript,15472
2012-08-01 00:00:00,java,15515
2012-08-01 00:00:00,c#,17958
2012-08-01 00:00:00,c++,8561
2012-08-01 00:00:00,r,555
2012-08-01 00:00:00,go,343
2012-09-01 00:00:00,python,1729
2012-09-01 00:00:00,javascript,15400
2012-09-01 00:00:00,java,15267
2012-09-01 00:00:00,c#,17882
2012-09-01 00:00:00,c++,8534
2012-09-01 00:00:00,r,536
2012-09-01 00:00:00,go,407
2012-10-01 00:00:00,python,1634
2012-10-01 00:00:00,javascript,15648
2012-10-01 00:00:00,java,15639
2012-10-01 00:00:00,c#,17848
2012-10-01 00:00:00,c++,8814
2012-10-01 00:00:00,r,505
2012-10-01 00:00:00,go,353
2012-11-01 00:00:00,python,2022
2012-11-01 00:00:00,javascript,16113
2012-11-01 00:00:00,java,15746
2012-11-01 00:00:00,c#,17883
2012-11-01 00:00:00,c++,8322
2012-11-01 00:00:00,r,463
2012-11-01 00:00:00,go,365
2012-12-01 00:00:00,python,1856
2012-12-01 00:00:00,javascript,16378
2012-12-01 00:00:00,java,16106
2012-12-01 00:00:00,c#,18085
2012-12-01 00:00:00,c++,8628
2012-12-01 00:00:00,r,470
2012-12-01 00:00:00,go,380
2013-01-01 00:00:00,python,2105
2013-01-01 00:00:00,javascript,16418
2013-01-01 00:00:00,java,15988
2013-01-01 00:00:00,c#,18025
2013-01-01 00:00:00,c++,8523
2013-01-01 00:00:00,r,662
2013-01-01 00:00:00,go,374
2013-02-01 00:00:00,python,1930
2013-02-01 00:00:00,javascript,16883
2013-02-01 00:00:00,java,16679
2013-02-01 00:00:00,c#,17916
2013-02-01 00:00:00,c++,8505
2013-02-01 00:00:00,r,634
2013-02-01 00:00:00,go,366
2013-03-01 00:00:00,python,2177
2013-03-01 00:00:00,javascript,16512
2013-03-01 00:00:00,java,16469
2013-03-01 00:00:00,c#,17679
2013-03-01 00:00:00,c++,8384
2013-03-01 00:00:00,r,500
2013-03-01 00:00:00,go,346
2013-04-01 00:00:00,python,2316
2013-04-01 00:00:00,javascript,17178
2013-04-01 00:00:00,java,16290
2013-04-01 00:00:00,c#,17833
2013-04-01 00:00:00,c++,8536
2013-04-01 00:00:00,r,713
2013-04-01 00:00:00,go,311
2013-05-01 00:00:00,python,2399
2013-05-01 00:00:00,javascript,17613
2013-05-01 00:00:00,java,16931
2013-05-01 00:00:00,c#,17759
2013-05-01 00:00:00,c++,8464
2013-05-01 00:00:00,r,657
2013-05-01 00:00:00,go,473
2013-06-01 00:00:00,python,2455
2013-06-01 00:00:00,javascript,17590
2013-06-01 00:00:00,java,16673
2013-06-01 00:00:00,c#,17867
2013-06-01 00:00:00,c++,8463
2013-06-01 00:00:00,r,777
2013-06-01 00:00:00,go,396
2013-07-01 00:00:00,python,2449
2013-07-01 00:00:00,javascript,17750
2013-07-01 00:00:00,java,17062
2013-07-01 00:00:00,c#,17748
2013-07-01 00:00:00,c++,8522
2013-07-01 00:00:00,r,824
2013-07-01 00:00:00,go,410
2013-08-01 00:00:00,python,2585
2013-08-01 00:00:00,javascript,17633
2013-08-01 00:00:00,java,17033
2013-08-01 00:00:00,c#,17648
2013-08-01 00:00:00,c++,8362
2013-08-01 00:00:00,r,807
2013-08-01 00:00:00,go,459
2013-09-01 00:00:00,python,2585
2013-09-01 00:00:00,javascript,18280
2013-09-01 00:00:00,java,17074
2013-09-01 00:00:00,c#,17687
2013-09-01 00:00:00,c++,8472
2013-09-01 00:00:00,r,718
2013-09-01 00:00:00,go,459
2013-10-01 00:00:00,python,2695
2013-10-01 00:00:00,javascript,18404
2013-10-01 00:00:00,java,17077
2013-10-01 00:00:00,c#,17714
2013-10-01 00:00:00,c++,8538
2013-10-01 00:00:00,r,758
2013-10-01 00:00:00,go,624
2013-11-01 00:00:00,python,2668
2013-11-01 00:00:00,javascript,18963
2013-11-01 00:00:00,java,17015
2013-11-01 00:00:00,c#,17709
2013-11-01 00:00:00,c++,8425
2013-11-01 00:00:00,r,815
2013-11-01 00:00:00,go,533
2013-12-01 00:00:00,python,2783
2013-12-01 00:00:00,javascript,18842
2013-12-01 00:00:00,java,17592
2013-12-01 00:00:00,c#,17678
2013-12-01 00:00:00,c++,8205
2013-12-01 00:00:00,r,839
2013-12-01 00:00:00,go,521
2014-01-01 00:00:00,python,2998
2014-01-01 00:00:00,javascript,19099
2014-01-01 00:00:00,java,17648
2014-01-01 00:00:00,c#,17374
2014-01-01 00:00:00,c++,8443
2014-01-01 00:00:00,r,808
2014-01-01 00:00:00,swift,3931
2014-01-01 00:00:00,go,535
2014-02-01 00:00:00,python,3388
2014-02-01 00:00:00,javascript,19071
2014-02-01 00:00:00,java,17630
2014-02-01 00:00:00,c#,17494
2014-02-01 00:00:00,c++,8341
2014-02-01 00:00:00,r,1065
2014-02-01 00:00:00,swift,4006
2014-02-01 00:00:00,go,505
2014-03-01 00:00:00,python,3200
2014-03-01 00:00:00,javascript,19491
2014-03-01 00:00:00,java,17876
2014-03-01 00:00:00,c#,17396
2014-03-01 00:00:00,c++,8326
2014-03-01 00:00:00,r,981
2014-03-01 00:00:00,swift,3943
2014-03-01 00:00:00,go,489
2014-04-01 00:00:00,python,3249
2014-04-01 00:00:00,javascript,19450
2014-04-01 00:00:00,java,17548
2014-04-01 00:00:00,c#,17480
2014-04-01 00:00:00,c++,8418
2014-04-01 00:00:00,r,1077
2014-04-01 00:00:00,swift,3932
2014-04-01 00:00:00,go,598
2014-05-01 00:00:00,python,3314
2014-05-01 00:00:00,javascript,19855
2014-05-01 00:00:00,java,17872
2014-05-01 00:00:00,c#,17382
2014-05-01 00:00:00,c++,8589
2014-05-01 00:00:00,r,851
2014-05-01 00:00:00,swift,4006
2014-05-01 00:00:00,go,603
2014-06-01 00:00:00,python,3389
2014-06-01 00:00:00,javascript,20295
2014-06-01 00:00:00,java,18271
2014-06-01 00:00:00,c#,17272
2014-06-01 00:00:00,c++,8511
2014-06-01 00:00:00,r,1077
2014-06-01 00:00:00,swift,4098
2014-06-01 00:00:00,go,568
2014-07-01 00:00:00,python,3475
2014-07-01 00:00:00,javascript,19865
2014-07-01 00:00:00,java,18144
2014-07-01 00:00:00,c#,17316
2014-07-01 00:00:00,c++,8533
2014-07-01 00:00:00,r,911
2014-07-01 00:00:00,swift,4146
2014-07-01 00:00:00,go,587
2014-08-01 00:00:00,python,3626
2014-08-01 00:00:00,javascript,20109
2014-08-01 00:00:00,java,18412
2014-08-01 00:00:00,c#,17224
2014-08-01 00:00:00,c++,8381
2014-08-01 00:00:00,r,1047
2014-08-01 00:00:00,swift,4051
2014-08-01 00:00:00,go,574
2014-09-01 00:00:00,python,3566
2014-09-01 00:00:00,javascript,20022
2014-09-01 00:00:00,java,18707
2014-09-01 00:00:00,c#,16833
2014-09-01 00:00:00,c++,8347
2014-09-01 00:00:00,r,1005
2014-09-01 00:00:00,swift,4195
2014-09-01 00:00:00,go,698
2014-10-01 00:00:00,python,3668
2014-10-01 00:00:00,javascript,20417
2014-10-01 00:00:00,java,18274
2014-10-01 00:00:00,c#,17039
2014-10-01 00:00:00,c++,8407
2014-10-01 00:00:00,r,1227
2014-10-01 00:00:00,swift,4191
2014-10-01 00:00:00,go,694
2014-11-01 00:00:00,python,3809
2014-11-01 00:00:00,javascript,20843
2014-11-01 00:00:00,java,18693
2014-11-01 00:00:00,c#,16932
2014-11-01 00:00:00,c++,8514
2014-11-01 00:00:00,r,1204
2014-11-01 00:00:00,swift,4215
2014-11-01 00:00:00,go,735
2014-12-01 00:00:00,python,4023
2014-12-01 00:00:00,javascript,20757
2014-12-01 00:00:00,java,18602
2014-12-01 00:00:00,c#,16980
2014-12-01 00:00:00,c++,8272
2014-12-01 00:00:00,r,1149
2014-12-01 00:00:00,swift,4234
2014-12-01 00:00:00,go,721
2015-01-01 00:00:00,python,4065
2015-01-01 00:00:00,javascript,20860
2015-01-01 00:00:00,java,19095
2015-01-01 00:00:00,c#,16730
2015-01-01 00:00:00,c++,8206
2015-01-01 00:00:00,r,1280
2015-01-01 00:00:00,swift,4101
2015-01-01 00:00:00,go,664
2015-02-01 00:00:00,python,4164
2015-02-01 00:00:00,javascript,21116
2015-02-01 00:00:00,java,18882
2015-02-01 00:00:00,c#,16341
2015-02-01 00:00:00,c++,8369
2015-02-01 00:00:00,r,1079
2015-02-01 00:00:00,swift,4215
2015-02-01 00:00:00,go,687
2015-03-01 00:00:00,python,4215
2015-03-01 00:00:00,javascript,21260
2015-03-01 00:00:00,java,18930
2015-03-01 00:00:00,c#,16694
2015-03-01 00:00:00,c++,8169
2015-03-01 00:00:00,r,1198
2015-03-01 00:00:00,swift,4418
2015-03-01 00:00:00,go,761
2015-04-01 00:00:00,python,4497
2015-04-01 00:00:00,javascript,20913
2015-04-01 00:00:00,java,19307
2015-04-01 00:00:00,c#,16584
2015-04-01 00:00:00,c++,8373
2015-04-01 00:00:00,r,1393
2015-04-01 00:00:00,swift,4301
2015-04-01 00:00:00,go,774
2015-05-01 00:00:00,python,4711
2015-05-01 00:00:00,javascript,21374
2015-05-01 00:00:00,java,18774
2015-05-01 00:00:00,c#,16429
2015-05-01 00:00:00,c++,8266
2015-05-01 00:00:00,r,1312
2015-05-01 00:00:00,swift,4330
2015-05-01 00:00:00,go,786
2015-06-01 00:00:00,python,4693
2015-06-01 00:00:00,javascript,21574
2015-06-01 00:00:00,java,19404
2015-06-01 00:00:00,c#,16382
2015-06-01 00:00:00,c++,8345
2015-06-01 00:00:00,r,1407
2015-06-01 00:00:00,swift,4299
2015-06-01 00:00:00,go,791
2015-07-01 00:00:00,python,4760
2015-07-01 00:00:00,javascript,21684
2015-07-01 00:00:00,java,19336
2015-07-01 00:00:00,c#,16291
2015-07-01 00:00:00,c++,8146
2015-07-01 00:00:00,r,1390
2015-07-01 00:00:00,swift,4440
2015-07-01 00:00:00,go,773
2015-08-01 00:00:00,python,4803
2015-08-01 00:00:00,javascript,21963
2015-08-01 00:00:00,java,19411
2015-08-01 00:00:00,c#,16246
2015-08-01 00:00:00,c++,8147
2015-08-01 00:00:00,r,1262
2015-08-01 00:00:00,swift,4309
2015-08-01 00:00:00,go,822
2015-09-01 00:00:00,python,4943
2015-09-01 00:00:00,javascript,21766
2015-09-01 00:00:00,java,19178
2015-09-01 00:00:00,c#,16054
2015-09-01 00:00:00,c++,7957
2015-09-01 00:00:00,r,1433
2015-09-01 00:00:00,swift,4367
2015-09-01 00:00:00,go,795
2015-10-01 00:00:00,python,5167
2015-10-01 00:00:00,javascript,21671
2015-10-01 00:00:00,java,19505
2015-10-01 00:00:00,c#,16095
2015-10-01 00:00:00,c++,8050
2015-10-01 00:00:00,r,1572
2015-10-01 00:00:00,swift,4406
2015-10-01 00:00:00,go,848
2015-11-01 00:00:00,python,5185
2015-11-01 00:00:00,javascript,22236
2015-11-01 00:00:00,java,19618
2015-11-01 00:00:00,c#,16123
2015-11-01 00:00:00,c++,8093
2015-11-01 00:00:00,r,1401
2015-11-01 00:00:00,swift,4397
2015-11-01 00:00:00,go,878
2015-12-01 00:00:00,python,5657
2015-12-01 00:00:00,javascript,22240
2015-12-01 00:00:00,java,19714
2015-12-01 00:00:00,c#,16254
2015-12-01 00:00:00,c++,8028
2015-12-01 00:00:00,r,1519
2015-12-01 00:00:00,swift,4403
2015-12-01 00:00:00,go,890
2016-01-01 00:00:00,python,5514
2016-01-01 00:00:00,javascript,22461
2016-01-01 00:00:00,java,19837
2016-01-01 00:00:00,c#,15815
2016-01-01 00:00:00,c++,8093
2016-01-01 00:00:00,r,1532
2016-01-01 00:00:00,swift,4365
2016-01-01 00:00:00,go,918
2016-02-01 00:00:00,python,5506
2016-02-01 00:00:00,javascript,22127
2016-02-01 00:00:00,java,19647
2016-02-01 00:00:00,c#,15711
2016-02-01 00:00:00,c++,7881
2016-02-01 00:00:00,r,1524
2016-02-01 00:00:00,swift,4492
2016-02-01 00:00:00,go,892
2016-03-01 00:00:00,python,5771
2016-03-01 00:00:00,javascript,21907
2016-03-01 00:00:00,java,20117
2016-03-01 00:00:00,c#,15887
2016-03-01 00:00:00,c++,8038
2016-03-01 00:00:00,r,1604
2016-03-01 00:00:00,swift,4390
2016-03-01 00:00:00,go,988
2016-04-01 00:00:00,python,6145
2016-04-01 00:00:00,javascript,22074
2016-04-01 00:00:00,java,19591
2016-04-01 00:00:00,c#,15561
2016-04-01 00:00:00,c++,7910
2016-04-01 00:00:00,r,1534
2016-04-01 00:00:00,swift,4421
2016-04-01 00:00:00,go,933
2016-05-01 00:00:00,python,6059
2016-05-01 00:00:00,javascript,22535
2016-05-01 00:00:00,java,19612
2016-05-01 00:00:00,c#,15674
2016-05-01 00:00:00,c++,7880
2016-05-01 00:00:00,r,1650
2016-05-01 00:00:00,swift,4475
2016-05-01 00:00:00,go,956
2016-06-01 00:00:00,python,6370
2016-06-01 00:00:00,javascript,22708
2016-06-01 00:00:00,java,19945
2016-06-01 00:00:00,c#,15392
2016-06-01 00:00:00,c++,7788
2016-06-01 00:00:00,r,1696
2016-06-01 00:00:00,swift,4502
2016-06-01 00:00:00,go,978
2016-07-01 00:00:00,python,6146
2016-07-01 00:00:00,javascript,22712
2016-07-01 00:00:00,java,20028
2016-07-01 00:00:00,c#,15314
2016-07-01 00:00:00,c++,7856
2016-07-01 00:00:00,r,1697
2016-07-01 00:00:00,swift,4387
2016-07-01 00:00:00,go,1106
2016-08-01 00:00:00,python,6239
2016-08-01 00:00:00,javascript,22915
2016-08-01 00:00:00,java,20038
2016-08-01 00:00:00,c#,15219
2016-08-01 00:00:00,c++,7915
2016-08-01 00:00:00,r,1667
2016-08-01 00:00:00,swift,4550
2016-08-01 00:00:00,go,963
2016-09-01 00:00:00,python,6730
2016-09-01 00:00:00,javascript,22889
2016-09-01 00:00:00,java,20299
2016-09-01 00:00:00,c#,15224
2016-09-01 00:00:00,c++,7718
2016-09-01 00:00:00,r,1830
2016-09-01 00:00:00,swift,4486
2016-09-01 00:00:00,go,1038
2016-10-01 00:00:00,python,6806
2016-10-01 00:00:00,javascript,22596
2016-10-01 00:00:00,java,19786
2016-10-01 00:00:00,c#,14961
2016-10-01 00:00:00,c++,7736
2016-10-01 00:00:00,r,1828
2016-10-01 00:00:00,swift,4527
2016-10-01 00:00:00,go,1135
2016-11-01 00:00:00,python,6895
2016-11-01 00:00:00,javascript,23187
2016-11-01 00:00:00,java,19757
2016-11-01 00:00:00,c#,14466
2016-11-01 00:00:00,c++,7885
2016-11-01 00:00:00,r,1956
2016-11-01 00:00:00,swift,4425
2016-11-01 00:00:00,go,1153
2016-12-01 00:00:00,python,6871
2016-12-01 00:00:00,javascript,23004
2016-12-01 00:00:00,java,20390
2016-12-01 00:00:00,c#,14641
2016-12-01 00:00:00,c++,7798
2016-12-01 00:00:00,r,1885
2016-12-01 00:00:00,swift,4423
2016-12-01 00:00:00,go,1038
2017-01-01 00:00:00,python,7016
2017-01-01 00:00:00,javascript,23128
2017-01-01 00:00:00,java,19898
2017-01-01 00:00:00,c#,14459
2017-01-01 00:00:00,c++,7775
2017-01-01 00:00:00,r,1751
2017-01-01 00:00:00,swift,4545
2017-01-01 00:00:00,go,1190
2017-02-01 00:00:00,python,7526
2017-02-01 00:00:00,javascript,23412
2017-02-01 00:00:00,java,20325
2017-02-01 00:00:00,c#,14642
2017-02-01 00:00:00,c++,7578
2017-02-01 00:00:00,r,2004
2017-02-01 00:00:00,swift,4546
2017-02-01 00:00:00,go,1100
2017-03-01 00:00:00,python,7780
2017-03-01 00:00:00,javascript,22994
2017-03-01 00:00:00,java,19846
2017-03-01 00:00:00,c#,14366
2017-03-01 00:00:00,c++,7821
2017-03-01 00:00:00,r,1978
2017-03-01 00:00:00,swift,4483
2017-03-01 00:00:00,go,1221
2017-04-01 00:00:00,python,7552
2017-04-01 00:00:00,javascript,23236
2017-04-01 00:00:00,java,20100
2017-04-01 00:00:00,c#,14195
2017-04-01 00:00:00,c++,7618
2017-04-01 00:00:00,r,2104
2017-04-01 00:00:00,swift,4485
2017-04-01 00:00:00,go,1201
2017-05-01 00:00:00,python,7923
2017-05-01 00:00:00,javascript,23027
2017-05-01 00:00:00,java,19764
2017-05-01 00:00:00,c#,14186
2017-05-01 00:00:00,c++,7556
2017-05-01 00:00:00,r,2089
2017-05-01 00:00:00,swift,4555
2017-05-01 00:00:00,go,1196
2017-06-01 00:00:00,python,7983
2017-06-01 00:00:00,javascript,23330
2017-06-01 00:00:00,java,20014
2017-06-01 00:00:00,c#,13961
2017-06-01 00:00:00,c++,7592
2017-06-01 00:00:00,r,1930
2017-06-01 00:00:00,swift,4477
2017-06-01 00:00:00,go,1221
2017-07-01 00:00:00,python,8134
2017-07-01 00:00:00,javascript,23204
2017-07-01 00:00:00,java,19787
2017-07-01 00:00:00,c#,13797
2017-07-01 00:00:00,c++,7579
2017-07-01 00:00:00,r,1965
2017-07-01 00:00:00,swift,4574
2017-07-01 00:00:00,go,1177
2017-08-01 00:00:00,python,8304
2017-08-01 00:00:00,javascript,23373
2017-08-01 00:00:00,java,19575
2017-08-01 00:00:00,c#,13418
2017-08-01 00:00:00,c++,7411
2017-08-01 00:00:00,r,2138
2017-08-01 00:00:00,swift,4519
2017-08-01 00:00:00,go,1378
2017-09-01 00:00:00,python,8481
2017-09-01 00:00:00,javascript,23289
2017-09-01 00:00:00,java,19863
