DATE,CLOSE,VOLUME
2015-02-02,531.42,3692311.27
2015-02-03,522.5,6271872.68
2015-02-04,538.66,4141654.56
2015-02-05,540.75,9928819.62
2015-02-06,556.05,4914357.02
2015-02-07,580.35,14014656.8
2015-02-08,588.85,5344433.83
2015-02-09,595.53,8848270.98
2015-02-10,582.14,7368663.89
2015-02-11,595.22,3943660.8
2015-02-12,581.05,10977390.14
2015-02-13,596.82,3129543.03
2015-02-14,603.81,11543724.32
2015-02-15,630.48,14057602.31
2015-02-16,621.56,7409457.4
2015-02-17,623.94,4793181.25
2015-02-18,626.29,14738657.25
2015-02-19,608.85,6612309.65
2015-02-20,606.95,11604564.97
2015-02-21,609.03,11363235.75
2015-02-22,591.19,6138500.58
2015-02-23,571.37,6973834.42
2015-02-24,570.37,13015696.27
2015-02-25,566.62,7686097.5
2015-02-26,578.68,9220563.08
2015-02-27,589.28,3921890.06
2015-02-28,588.38,3794802.23
2015-03-01,566.74,7704655.94
2015-03-02,592.04,6990507.09
2015-03-03,598.01,6168471.54
2015-03-04,606.58,10312043.23
2015-03-05,597.01,10957832.94
2015-03-06,589.24,3823735.58
2015-03-07,597.8,12549384.01
2015-03-08,599.19,11249524.91
2015-03-09,592.26,14572278.18
2015-03-10,586.29,6812733.04
2015-03-11,591.22,8207997.18
2015-03-12,597.67,11832700.87
2015-03-13,635.22,8104328.51
2015-03-14,639.31,7160021.89
2015-03-15,667.82,7780070.84
2015-03-16,678.08,15154312.77
2015-03-17,693.58,3746727.9
2015-03-18,680.28,6026941.07
2015-03-19,667.39,7501211.21
2015-03-20,667.95,6076137.96
2015-03-21,665.06,3587983.95
2015-03-22,653.61,15605065.05
2015-03-23,681.95,11591404.47
2015-03-24,668.98,11283567.21
2015-03-25,655.76,6901398.43
2015-03-26,654.58,4896804.02
2015-03-27,660.43,16097586.22
2015-03-28,643.34,15008416.12
2015-03-29,657.48,4732410.83
2015-03-30,658.73,10074280.76
2015-03-31,666.49,6503229.0
2015-04-01,679.51,15975742.82
2015-04-02,667.61,13964564.56
2015-04-03,671.8,10882844.59
2015-04-04,646.89,9177033.91
2015-04-05,658.83,7329539.65
2015-04-06,669.19,8098032.75
2015-04-07,660.83,4814974.36
2015-04-08,666.16,6376901.76
2015-04-09,703.01,7282755.31
2015-04-10,685.3,16897456.39
2015-04-11,663.85,10850876.74
2015-04-12,628.81,11999164.45
2015-04-13,627.48,14396249.61
2015-04-14,649.91,6328724.21
2015-04-15,640.78,14888129.49
2015-04-16,637.53,3432558.8
2015-04-17,638.52,9462168.19
2015-04-18,637.1,6801458.6
2015-04-19,629.03,15109112.38
2015-04-20,625.54,3635876.62
2015-04-21,606.52,8305617.1
2015-04-22,627.9,10393261.48
2015-04-23,622.27,4821036.24
2015-04-24,641.09,5154857.58
2015-04-25,667.2,15854457.13
2015-04-26,661.53,10958165.08
2015-04-27,648.77,4385927.59
2015-04-28,672.4,8215040.49
2015-04-29,647.96,11580085.26
2015-04-30,649.48,13111557.61
2015-05-01,623.39,3596514.22
2015-05-02,630.73,12899692.92
2015-05-03,628.04,4247088.73
2015-05-04,629.14,3200232.3
2015-05-05,639.58,15549006.1
2015-05-06,642.37,7343854.02
2015-05-07,623.82,10221505.9
2015-05-08,612.65,6874242.19
2015-05-09,613.33,12723817.66
2015-05-10,603.17,14050339.78
2015-05-11,602.3,14365167.09
2015-05-12,610.47,12769037.84
2015-05-13,611.31,4149260.27
2015-05-14,599.22,14168593.16
2015-05-15,594.43,7625037.68
2015-05-16,585.65,4229978.73
2015-05-17,613.18,4776686.95
2015-05-18,632.3,15550537.86
2015-05-19,620.01,9829705.98
2015-05-20,646.7,12722444.38
2015-05-21,661.98,7930789.41
2015-05-22,696.73,16649338.98
2015-05-23,692.64,5283397.53
2015-05-24,694.39,5409139.18
2015-05-25,689.37,9705698.47
2015-05-26,660.85,12770756.31
2015-05-27,659.05,3368081.1
2015-05-28,627.35,7059265.13
2015-05-29,632.77,7670806.0
2015-05-30,665.41,7878569.92
2015-05-31,677.82,3617518.29
2015-06-01,665.65,9253766.32
2015-06-02,679.27,5564119.44
2015-06-03,681.22,14561200.25
2015-06-04,675.8,9562784.96
2015-06-05,668.03,16067469.91
2015-06-06,707.42,9756389.61
2015-06-07,698.87,14117721.26
2015-06-08,687.46,15992374.44
2015-06-09,689.47,7435228.56
2015-06-10,673.55,7050713.25
2015-06-11,676.25,14604749.05
2015-06-12,668.36,7732172.7
2015-06-13,661.14,11584356.2
2015-06-14,656.97,7678836.34
2015-06-15,674.1,13064080.53
2015-06-16,663.69,3811689.31
2015-06-17,668.75,14163807.73
2015-06-18,675.14,9334804.71
2015-06-19,686.3,9506524.59
2015-06-20,715.39,13153990.88
2015-06-21,708.45,14358453.67
2015-06-22,723.03,12264098.07
2015-06-23,730.31,14531703.82
2015-06-24,717.21,7893901.98
2015-06-25,718.8,14580293.75
2015-06-26,702.02,8906770.76
2015-06-27,652.63,8203677.26
2015-06-28,653.71,14910553.38
2015-06-29,638.95,4290412.94
2015-06-30,648.44,15194800.37
2015-07-01,667.41,5200310.13
2015-07-02,647.03,9683483.73
2015-07-03,628.39,13684307.03
2015-07-04,605.14,11556269.59
2015-07-05,590.15,13562980.66
2015-07-06,573.79,7144837.58
2015-07-07,585.54,4582629.77
2015-07-08,612.87,8743044.0
2015-07-09,608.09,7695341.87
2015-07-10,597.88,6929034.33
2015-07-11,601.93,8855549.51
2015-07-12,603.6,3726496.97
2015-07-13,613.81,8927130.38
2015-07-14,587.86,9816072.13
2015-07-15,583.04,10532491.67
2015-07-16,601.06,11672038.08
2015-07-17,608.9,9566174.45
2015-07-18,582.78,12059016.92
2015-07-19,587.01,7961041.51
2015-07-20,577.8,13519934.5
2015-07-21,553.25,9118843.25
2015-07-22,545.2,13536124.84
2015-07-23,540.31,5090036.21
2015-07-24,567.16,13036744.64
2015-07-25,551.58,13461875.89
2015-07-26,551.46,8328948.32
2015-07-27,573.11,6488456.76
2015-07-28,547.32,6671383.63
2015-07-29,542.15,12159482.14
2015-07-30,546.18,10894682.99
2015-07-31,531.92,4605957.07
2015-08-01,551.18,5064588.69
2015-08-02,569.37,9965495.47
2015-08-03,568.8,4474271.64
2015-08-04,524.94,9239477.65
2015-08-05,522.07,5300182.26
2015-08-06,525.66,3847412.39
2015-08-07,533.14,10014216.36
2015-08-08,518.79,4110786.38
2015-08-09,518.1,8510947.93
2015-08-10,524.11,10991508.9
2015-08-11,515.4,3258840.86
2015-08-12,540.81,7309210.6
2015-08-13,540.41,11354499.07
2015-08-14,534.05,5720688.19
2015-08-15,535.93,10871776.19
2015-08-16,512.25,3425803.91
2015-08-17,512.49,10336019.79
2015-08-18,512.79,4914784.88
2015-08-19,498.6,3340572.78
2015-08-20,495.63,6083203.05
2015-08-21,488.86,10311478.28
2015-08-22,492.55,7108316.61
2015-08-23,503.26,8920921.58
2015-08-24,504.14,5379164.99
2015-08-25,518.31,4926704.18
2015-08-26,507.27,9406710.55
2015-08-27,493.95,7552274.43
2015-08-28,506.38,3496337.16
2015-08-29,476.82,5957409.58
2015-08-30,473.75,9832729.58
2015-08-31,470.08,7259023.73
2015-09-01,471.71,6579172.81
2015-09-02,485.66,10404120.54
2015-09-03,481.13,11573929.04
2015-09-04,475.19,4588025.33
2015-09-05,474.92,8912034.21
2015-09-06,455.52,11341150.95
2015-09-07,463.85,11463989.33
2015-09-08,449.38,3330926.77
2015-09-09,431.94,2717150.66
2015-09-10,435.33,7908498.2
2015-09-11,437.08,9018097.77
2015-09-12,420.98,7178547.15
2015-09-13,417.39,2350927.36
2015-09-14,410.52,8890935.7
2015-09-15,417.63,3382462.09
2015-09-16,423.24,4739787.33
2015-09-17,439.48,10231219.8
2015-09-18,454.97,6472420.92
2015-09-19,448.15,5233654.22
2015-09-20,448.93,4902752.06
2015-09-21,473.44,2514407.5
2015-09-22,462.43,2588726.12
2015-09-23,449.49,7492868.28
2015-09-24,461.2,4612177.29
2015-09-25,470.65,6936383.83
2015-09-26,478.65,11030396.94
2015-09-27,453.05,3339504.95
2015-09-28,446.16,4862482.95
2015-09-29,462.15,7234532.31
2015-09-30,446.08,2911858.98
2015-10-01,431.9,10755016.89
2015-10-02,409.92,4552066.07
2015-10-03,407.25,8863807.69
2015-10-04,398.98,3337853.73
2015-10-05,404.71,4896086.01
2015-10-06,398.5,7669342.55
2015-10-07,405.84,3281439.21
2015-10-08,409.21,8557609.79
2015-10-09,423.58,9470419.37
2015-10-10,425.63,3924470.22
2015-10-11,435.54,7286836.77
2015-10-12,432.74,10025403.14
2015-10-13,451.8,8498712.63
2015-10-14,454.85,3568729.25
2015-10-15,432.19,8667918.93
2015-10-16,426.88,10420266.46
2015-10-17,418.52,6533420.36
2015-10-18,431.43,6840649.26
2015-10-19,445.11,7698733.16
2015-10-20,445.18,8063673.37
2015-10-21,461.78,6441837.74
2015-10-22,473.8,10692618.47
2015-10-23,483.69,7809688.61
2015-10-24,495.81,5226628.25
2015-10-25,475.52,4231443.17
2015-10-26,492.53,7934290.28
2015-10-27,474.67,7432813.85
2015-10-28,472.0,11732212.01
2015-10-29,468.55,8165542.3
2015-10-30,463.06,10766418.49
2015-10-31,465.85,7872008.09
2015-11-01,486.08,5740276.55
2015-11-02,495.4,10039022.52
2015-11-03,489.06,11927229.12
2015-11-04,504.99,8313934.06
2015-11-05,512.85,9970242.01
2015-11-06,505.75,4300089.7
2015-11-07,511.26,5495065.98
2015-11-08,520.68,4031077.73
2015-11-09,492.04,5002439.93
2015-11-10,486.22,2622488.58
2015-11-11,497.69,6649220.19
2015-11-12,481.44,5431206.81
2015-11-13,496.96,10143841.56
2015-11-14,488.57,2534358.17
2015-11-15,491.23,11900080.87
2015-11-16,500.06,7311185.37
2015-11-17,487.31,10752968.38
2015-11-18,487.93,5675836.34
2015-11-19,471.01,4547948.71
2015-11-20,483.28,7989861.93
2015-11-21,496.68,5042110.53
2015-11-22,504.27,6937843.18
2015-11-23,523.08,10826439.31
2015-11-24,543.16,6763649.89
2015-11-25,527.87,4331009.94
2015-11-26,507.12,11494604.16
2015-11-27,498.07,6177016.89
2015-11-28,514.61,8805960.92
2015-11-29,515.69,4028301.9
2015-11-30,517.34,12618449.04
2015-12-01,495.26,9920827.49
2015-12-02,491.79,11533613.81
2015-12-03,505.53,11851379.26
2015-12-04,526.75,5384304.61
2015-12-05,547.3,4935133.58
2015-12-06,585.89,9798642.38
2015-12-07,599.66,8167864.43
2015-12-08,628.56,14221961.19
2015-12-09,615.73,6043423.59
2015-12-10,607.87,8152213.18
2015-12-11,613.4,11506805.49
2015-12-12,624.96,5493983.88
2015-12-13,621.43,13993233.37
2015-12-14,635.72,13208773.11
2015-12-15,626.48,9072615.48
2015-12-16,636.86,12354324.13
2015-12-17,636.42,9842655.08
2015-12-18,635.47,5161278.14
2015-12-19,620.94,3524041.93
2015-12-20,613.68,4479832.36
2015-12-21,597.95,8702921.32
2015-12-22,615.84,14834160.09
2015-12-23,612.15,14653711.38
2015-12-24,625.42,7620889.03
2015-12-25,624.43,5068391.18
2015-12-26,604.58,9916674.86
2015-12-27,624.92,14135635.51
2015-12-28,643.21,10423528.06
2015-12-29,637.44,12095155.67
2015-12-30,628.52,10235855.45
2015-12-31,656.29,5948737.39
2016-01-01,661.99,6891831.19
2016-01-02,643.95,5858579.63
2016-01-03,644.66,14797574.86
2016-01-04,654.53,4941084.05
2016-01-05,640.15,10255701.83
2016-01-06,663.66,16367094.84
2016-01-07,671.95,13177973.15
2016-01-08,682.54,10085961.5
2016-01-09,670.7,10177781.33
2016-01-10,665.38,9924788.31
2016-01-11,644.18,5444219.16
2016-01-12,612.75,8332016.25
2016-01-13,629.25,6748186.8
2016-01-14,625.58,3856404.58
2016-01-15,634.14,7065778.92
2016-01-16,628.11,7802429.01
2016-01-17,612.67,6597880.66
2016-01-18,624.76,13827100.98
2016-01-19,624.75,4123814.82
2016-01-20,616.4,11911298.2
2016-01-21,611.09,4878392.71
2016-01-22,588.37,12254915.22
2016-01-23,586.4,10651627.19
2016-01-24,575.86,7920510.25
2016-01-25,597.56,10118165.78
2016-01-26,591.54,11979342.75
2016-01-27,575.69,14175269.88
2016-01-28,587.73,10056045.09
2016-01-29,611.23,7995070.21
2016-01-30,609.55,13399501.76
2016-01-31,644.61,5837882.69
2016-02-01,649.84,15714356.61
2016-02-02,676.9,13750703.96
2016-02-03,684.5,9767541.92
2016-02-04,683.61,6333640.49
2016-02-05,688.58,16193204.29
2016-02-06,704.27,5948296.74
2016-02-07,701.87,3612165.19
2016-02-08,699.58,11500373.7
2016-02-09,688.26,15902003.28
2016-02-10,689.23,16487996.85
2016-02-11,682.13,10263546.95
2016-02-12,689.83,16688433.85
2016-02-13,677.65,12210315.48
2016-02-14,695.18,8115581.25
2016-02-15,696.01,10333897.59
2016-02-16,694.33,14243493.25
2016-02-17,682.68,3864680.36
2016-02-18,673.34,6688157.7
2016-02-19,675.87,16636116.85
2016-02-20,686.86,17127093.29
2016-02-21,702.29,4962042.26
2016-02-22,724.56,14762310.1
2016-02-23,727.31,15863015.76
2016-02-24,716.98,7220862.68
2016-02-25,735.73,8057236.03
2016-02-26,734.31,5942114.5
2016-02-27,748.59,8728110.88
2016-02-28,735.34,8864928.42
2016-02-29,723.07,17074194.28
2016-03-01,699.37,15091420.77
2016-03-02,696.88,7299609.28
2016-03-03,698.58,14158747.75
2016-03-04,702.29,11458581.13
2016-03-05,663.54,12110832.37
2016-03-06,669.76,5506436.78
2016-03-07,666.46,5564229.86
2016-03-08,688.32,10110493.94
2016-03-09,653.51,12445949.11
2016-03-10,662.09,11557119.66
2016-03-11,651.7,15141930.98
2016-03-12,668.71,13905552.11
2016-03-13,654.47,7085242.4
2016-03-14,659.03,11387571.1
2016-03-15,637.85,13407861.82
2016-03-16,655.61,15783346.42
2016-03-17,668.9,3647482.8
2016-03-18,661.53,16186379.12
2016-03-19,652.74,7156695.33
2016-03-20,648.08,3288327.64
2016-03-21,632.22,5283156.52
2016-03-22,655.28,13874453.24
2016-03-23,628.0,3440423.8
2016-03-24,609.7,7983290.24
2016-03-25,617.28,3709484.55
2016-03-26,642.08,11568181.37
2016-03-27,633.83,4494807.9
2016-03-28,624.46,5372937.96
2016-03-29,635.29,9992404.19
2016-03-30,620.57,13617700.93
2016-03-31,606.87,13754069.99
2016-04-01,606.61,13093691.18
2016-04-02,603.52,11439827.36
2016-04-03,592.63,6893872.72
2016-04-04,605.45,5316190.84
2016-04-05,626.03,15155479.81
2016-04-06,630.77,13095875.05
2016-04-07,650.5,7857627.51
2016-04-08,677.51,6500036.47
2016-04-09,687.74,5252853.3
2016-04-10,669.18,7776586.3
2016-04-11,675.85,11843198.65
2016-04-12,680.42,3414513.36
2016-04-13,688.58,8905829.61
2016-04-14,674.7,6873324.57
2016-04-15,668.69,11734426.25
2016-04-16,667.57,4710561.25
2016-04-17,650.09,6421218.57
2016-04-18,657.44,4276181.6
2016-04-19,652.12,14143166.2
2016-04-20,637.89,8094303.23
2016-04-21,628.15,5638502.69
2016-04-22,646.76,14538864.16
2016-04-23,626.35,13084982.64
2016-04-24,615.12,12755695.79
2016-04-25,600.96,7708308.39
2016-04-26,585.87,14513456.05
2016-04-27,557.9,4391767.32
2016-04-28,552.8,12602071.88
2016-04-29,534.58,6745718.15
2016-04-30,524.64,3563542.22
2016-05-01,541.49,8565501.21
2016-05-02,542.08,7895845.08
2016-05-03,520.2,6217007.28
2016-05-04,518.61,10127592.61
2016-05-05,505.88,10113846.91
2016-05-06,497.83,8834246.99
2016-05-07,510.83,12570211.14
2016-05-08,528.19,4759278.8
2016-05-09,547.66,11803012.94
2016-05-10,561.05,13943073.57
2016-05-11,580.86,8112084.95
2016-05-12,595.83,4179105.03
2016-05-13,602.97,14318420.12
2016-05-14,592.96,6347478.31
2016-05-15,598.5,3736610.83
2016-05-16,616.63,5041023.2
2016-05-17,637.74,4948871.19
2016-05-18,647.42,9981063.09
2016-05-19,644.12,10175810.58
2016-05-20,671.88,14010942.2
2016-05-21,688.8,6233681.07
2016-05-22,685.73,6296670.36
2016-05-23,696.8,16703394.14
2016-05-24,704.73,7613740.65
2016-05-25,700.39,12111483.25
2016-05-26,694.52,8864502.41
2016-05-27,713.16,8099479.78
2016-05-28,694.32,16354537.18
2016-05-29,702.72,15238344.07
2016-05-30,702.63,3638795.06
2016-05-31,685.21,14525705.04
2016-06-01,701.76,11140369.03
2016-06-02,712.71,16820913.0
2016-06-03,706.47,7988352.63
2016-06-04,691.8,16474262.23
2016-06-05,719.04,15118340.27
2016-06-06,696.53,14313124.79
2016-06-07,701.3,5766910.84
2016-06-08,684.18,8284151.33
2016-06-09,685.69,16774983.58
2016-06-10,692.38,3655278.36
2016-06-11,653.81,11624653.58
2016-06-12,643.98,12753763.23
2016-06-13,642.37,9256377.0
2016-06-14,659.5,5902211.9
2016-06-15,688.49,10049060.25
2016-06-16,674.95,14101119.48
2016-06-17,672.0,12355999.4
2016-06-18,661.25,15598051.27
2016-06-19,659.51,14615069.35
2016-06-20,636.81,15544168.66
2016-06-21,672.38,11919406.23
2016-06-22,669.76,4042954.77
2016-06-23,692.05,4959101.44
2016-06-24,695.38,7295704.42
2016-06-25,694.52,13264956.01
2016-06-26,698.04,10338493.05
2016-06-27,686.88,11800551.28
2016-06-28,683.56,11922598.53
2016-06-29,695.49,10540551.7
2016-06-30,690.7,11511985.97
2016-07-01,707.06,11143282.71
2016-07-02,702.45,13050466.76
2016-07-03,668.13,7749751.45
2016-07-04,678.74,4833583.12
2016-07-05,676.71,9751862.75
2016-07-06,673.93,3814734.32
2016-07-07,687.12,16604496.08
2016-07-08,663.22,14262929.89
2016-07-09,689.43,7326255.3
2016-07-10,695.75,14188579.16
2016-07-11,680.2,8020402.17
2016-07-12,686.21,11952686.84
2016-07-13,700.96,12346097.17
2016-07-14,688.82,9251484.26
2016-07-15,705.14,12622678.9
2016-07-16,659.63,4270111.88
2016-07-17,665.22,14767911.07
2016-07-18,657.56,10570091.88
2016-07-19,665.53,6648719.35
2016-07-20,631.19,13056377.02
2016-07-21,666.9,9329153.08
2016-07-22,634.02,9941326.67
2016-07-23,645.83,7043064.52
2016-07-24,661.07,9803578.21
2016-07-25,687.28,16827718.07
2016-07-26,682.71,3781288.36
2016-07-27,670.55,5752289.08
2016-07-28,669.05,11987465.69
2016-07-29,689.42,3569279.19
2016-07-30,671.58,10098591.41
2016-07-31,681.46,10518288.36
2016-08-01,709.57,8818938.06
2016-08-02,702.49,11696754.89
2016-08-03,688.1,12367858.5
2016-08-04,705.05,14034935.64
2016-08-05,703.73,5452932.68
2016-08-06,710.47,11960711.0
2016-08-07,737.33,13417340.75
2016-08-08,748.58,11794809.29
2016-08-09,760.31,7491157.76
2016-08-10,763.37,15021163.02
2016-08-11,754.42,9133620.16
2016-08-12,789.61,5627551.54
2016-08-13,776.67,5233346.16
2016-08-14,783.14,5489532.41
2016-08-15,774.7,15410352.51
2016-08-16,778.93,10104579.72
2016-08-17,784.13,7859449.91
2016-08-18,770.88,16352331.08
2016-08-19,787.2,4973856.67
2016-08-20,789.62,13497993.04
2016-08-21,771.55,16823445.17
2016-08-22,773.63,8624364.36
2016-08-23,773.37,12851393.23
2016-08-24,758.37,14055752.47
2016-08-25,777.33,4053428.36
2016-08-26,787.04,4230962.51
2016-08-27,819.87,8773508.68
2016-08-28,855.13,4725814.7
2016-08-29,858.96,5143765.29
2016-08-30,859.81,19805048.99
2016-08-31,852.77,19187618.53
2016-09-01,847.59,5021816.56
2016-09-02,827.93,6865313.28
2016-09-03,827.18,16321296.78
2016-09-04,837.23,13592371.2
2016-09-05,802.21,9828592.07
2016-09-06,825.82,6343743.92
2016-09-07,805.59,12718366.55
2016-09-08,867.24,8976660.57
2016-09-09,872.45,17981430.11
2016-09-10,855.79,14160017.33
2016-09-11,851.84,17866287.24
2016-09-12,854.4,14230950.11
2016-09-13,872.08,7595103.12
2016-09-14,853.48,12200697.78
2016-09-15,889.12,10828970.15
2016-09-16,876.22,20335996.68
2016-09-17,868.31,4948067.61
2016-09-18,872.82,8030445.93
2016-09-19,882.71,17438198.94
2016-09-20,924.82,5822213.04
2016-09-21,873.55,16159187.53
2016-09-22,888.05,5529721.35
2016-09-23,913.61,9700334.15
2016-09-24,878.76,20786694.23
2016-09-25,896.8,14993271.6
2016-09-26,889.0,10804425.42
2016-09-27,890.02,10184373.54
2016-09-28,908.5,16174254.7
2016-09-29,903.83,10327469.69
2016-09-30,908.61,8050270.99
2016-10-01,904.37,14761531.89
2016-10-02,941.06,6795523.06
2016-10-03,928.72,6335386.33
2016-10-04,920.34,5107435.92
2016-10-05,983.99,16369924.56
2016-10-06,977.28,9055256.37
2016-10-07,994.31,20221143.87
2016-10-08,1013.52,23774482.08
2016-10-09,983.93,16628690.29
2016-10-10,993.64,12437489.24
2016-10-11,968.27,22986894.45
2016-10-12,967.19,20236343.41
2016-10-13,948.97,22419449.55
2016-10-14,976.99,21806332.34
2016-10-15,953.89,16230911.7
2016-10-16,953.74,12225069.86
2016-10-17,908.97,5465893.3
2016-10-18,883.25,14430725.66
2016-10-19,887.15,13624252.63
2016-10-20,909.37,8484825.23
2016-10-21,893.75,10121427.86
2016-10-22,893.85,14292310.6
2016-10-23,909.46,9991012.82
2016-10-24,903.82,16695455.68
2016-10-25,934.46,11102011.04
2016-10-26,956.37,14946208.53
2016-10-27,993.04,8400643.18
2016-10-28,1008.47,15862726.99
2016-10-29,966.19,20020787.61
2016-10-30,958.28,8759968.64
2016-10-31,951.76,15064924.23
2016-11-01,982.98,11917406.91
2016-11-02,984.44,11233675.79
2016-11-03,1026.64,13886026.91
2016-11-04,1058.1,6200395.8
2016-11-05,1049.92,6101356.41
2016-11-06,1030.11,17467129.59
2016-11-07,1093.95,16536254.29
2016-11-08,1087.44,5956496.13
2016-11-09,1095.96,6789890.86
2016-11-10,1111.66,20602526.75
2016-11-11,1062.51,19919557.94
2016-11-12,1056.83,13110791.24
2016-11-13,1048.36,22863187.27
2016-11-14,1044.95,13397696.82
2016-11-15,1056.25,9294889.38
2016-11-16,1084.35,25845635.94
2016-11-17,1112.67,17366620.16
2016-11-18,1150.07,9879545.85
2016-11-19,1154.8,28860344.02
2016-11-20,1171.43,10120243.0
2016-11-21,1223.87,8503021.86
2016-11-22,1247.51,6507005.58
2016-11-23,1197.74,21642975.17
2016-11-24,1230.47,10929489.51
2016-11-25,1219.08,17962695.37
2016-11-26,1224.29,13824022.62
2016-11-27,1229.01,11779007.75
2016-11-28,1252.94,28478865.16
2016-11-29,1243.55,23646825.61
2016-11-30,1246.22,20457962.96
2016-12-01,1288.02,12212692.63
2016-12-02,1308.71,24259096.38
2016-12-03,1325.1,22436255.88
2016-12-04,1351.89,30502997.22
2016-12-05,1406.88,33823004.28
2016-12-06,1495.51,15001666.58
2016-12-07,1488.67,16343692.04
2016-12-08,1557.06,38360049.72
2016-12-09,1535.93,15999590.42
2016-12-10,1523.1,32625298.81
2016-12-11,1468.63,16388331.42
2016-12-12,1450.96,26358067.82
2016-12-13,1477.36,34295896.26
